cycle_id,target,step,relative_time,value,phase,baseline,carrying_capacity,lag_fraction,decline_start,growth_rate
SYN-00001,OD,0,0.0,0.43923080685056,lag,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,1,0.1111111111111111,0.4308219594449971,lag,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,2,0.2222222222222222,0.4570311109270955,exponential,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,3,0.3333333333333333,0.7241347601403946,exponential,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,4,0.4444444444444444,1.040118924922067,exponential,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,5,0.5555555555555556,1.1734422649549408,exponential,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,6,0.6666666666666666,1.1708611448286579,stationary,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,7,0.7777777777777778,1.2059645070937017,stationary,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,8,0.8888888888888888,1.1991362620587518,stationary,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00001,OD,9,1.0,1.1927635295263448,stationary,0.42115134394271,1.1953075533386044,0.20736832697424737,1.0,16.75622351636756
SYN-00002,OD,0,0.0,0.5708042048981794,lag,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,1,0.038461538461538464,0.5660689592304877,lag,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,2,0.07692307692307693,0.583212191393124,lag,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,3,0.11538461538461539,0.5921374082347804,lag,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,4,0.15384615384615385,0.5935391452440563,lag,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,5,0.19230769230769232,0.5783768877225347,lag,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,6,0.23076923076923078,0.5863775245961526,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,7,0.2692307692307692,0.6291430553191686,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,8,0.3076923076923077,0.6999889167537414,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,9,0.34615384615384615,0.8111575681386883,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,10,0.38461538461538464,0.9420318723893449,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,11,0.4230769230769231,1.0207507580423558,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,12,0.46153846153846156,1.0702796609936165,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,13,0.5,1.1131854839371877,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,14,0.5384615384615384,1.1472756246546052,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,15,0.5769230769230769,1.1409946995994795,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,16,0.6153846153846154,1.157036382590362,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,17,0.6538461538461539,1.166895922316228,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,18,0.6923076923076923,1.1753149030993983,exponential,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,19,0.7307692307692307,1.1911329212899728,stationary,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,20,0.7692307692307693,1.228137243523966,stationary,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,21,0.8076923076923077,1.218155111959938,stationary,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,22,0.8461538461538461,1.2375535592245808,decline,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,23,0.8846153846153846,1.1966673160281225,decline,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,24,0.9230769230769231,1.1594076801020676,decline,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,25,0.9615384615384616,1.0935680148149762,decline,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00002,OD,26,1.0,0.9962480241095588,decline,0.5817821312882367,1.2114342037976313,0.22681203929770288,0.8375927278430382,11.667210037270342
SYN-00003,OD,0,0.0,0.31802376231870527,lag,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,1,0.038461538461538464,0.29700549775422036,lag,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,2,0.07692307692307693,0.3121907227964279,lag,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,3,0.11538461538461539,0.28647907249140964,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,4,0.15384615384615385,0.29480048550826743,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,5,0.19230769230769232,0.3184248340388871,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,6,0.23076923076923078,0.3413410286511595,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,7,0.2692307692307692,0.46941849015962195,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,8,0.3076923076923077,0.5866601249074814,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,9,0.34615384615384615,0.7187211440369512,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,10,0.38461538461538464,0.8280293120206896,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,11,0.4230769230769231,0.9040188013927448,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,12,0.46153846153846156,0.9606985687717056,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,13,0.5,0.9696207182858817,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,14,0.5384615384615384,0.9672544629603711,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,15,0.5769230769230769,0.9793374736633441,exponential,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,16,0.6153846153846154,0.9341650951531855,stationary,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,17,0.6538461538461539,0.9221534537515113,stationary,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,18,0.6923076923076923,0.9210685887064993,stationary,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,19,0.7307692307692307,0.9312225586127555,stationary,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,20,0.7692307692307693,0.9785778712471848,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,21,0.8076923076923077,0.9521183510058411,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,22,0.8461538461538461,0.9491050501216105,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,23,0.8846153846153846,0.9913759741131476,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,24,0.9230769230769231,0.9445930677740862,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,25,0.9615384615384616,0.9439763531862745,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00003,OD,26,1.0,0.873028532436995,decline,0.29790071875290053,0.9982366104451672,0.09150032147668702,0.7331598119257191,15.53403073268166
SYN-00004,OD,0,0.0,0.3207659390561457,lag,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,1,0.07142857142857142,0.32283766409267756,lag,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,2,0.14285714285714285,0.3432113394550729,lag,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,3,0.21428571428571427,0.41761131469627577,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,4,0.2857142857142857,0.6091435410574636,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,5,0.35714285714285715,0.8447704330111862,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,6,0.42857142857142855,0.9468155760287256,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,7,0.5,1.0390992022146242,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,8,0.5714285714285714,1.1054913187654676,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,9,0.6428571428571429,1.172489519231096,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,10,0.7142857142857143,1.1976108815874826,exponential,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,11,0.7857142857142857,1.2278807896679573,stationary,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,12,0.8571428571428571,1.1962316151308297,stationary,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,13,0.9285714285714286,1.0995309485157492,decline,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00004,OD,14,1.0,0.8518808006289232,decline,0.31770642620884304,1.215863144485542,0.14938630956006665,0.8827197138640177,10.059566241506525
SYN-00005,OD,0,0.0,0.43089640111809663,lag,0.43558278224635805,1.0234565047378554,0.2650783491939959,0.7953748246425999,11.734894010569537
SYN-00005,OD,1,0.125,0.4028786878149877,lag,0.43558278224635805,1.0234565047378554,0.2650783491939959,0.7953748246425999,11.734894010569537
